ID,display_id,GUID,ShortTitle,Category,Type,Status,Priority,Date,Author,Authors,Tags,Description,FolderName,SidebarLabel,LinkSlug,Org,Project,Locale,Unnamed: 0,List of Knowledge Contributions – KNIFES,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Stlpce pre automaticke generovanie md súborov,DisplayID
,,,,,,,,,,,,,untitled,,,,,,K000061,"GA4, GTN, UTM","Ako funguje AG4, TGM a UTM?",new,Marketing,"User Guides, principles",,Roman Kazicka,,,27.08.2025,done,"Marketig patrí medzi základné aktivity každého autora. Technici túto disciplínu podceňujú. Podľa metodikyu Q12 je to potrebné zabezpečeť, aby sme mali spätnú väzbu na naše aktivty z trhu.",,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000062,"MAKEFILE for KNIFE Ecosystem for Mac,Windows, Linux","Administrácia ecosystému KNIFE je pomerne komplexná úloha. Framework podporuje MacOS, Windows a Linux. MAKEFIEL umožňuje administráciu z jedného miesta.",New,Administration,GitHub Administration,,Roman Kazicka,,,31.08.2025,now,"Pri príprave treidy sa nabaľujú nové a nové podúlohy, ktoré musi byť splnené pred vyugenerovaním samotnej triedy zo šablény pre triedu. Táto šabl=ona by mala obsahovať všetky tieto vylepšenia",,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000063,Porovnanie biznis plánov GitHub,Aká sú štartovacie náklady na profesionálny ekosystém v rámci GitHub?,New,SubscriptionPlans,Biznis plány GitHub-Prehľad,,Roman Kazicka,,,01.09.2025,now,Počas prípravy na semster a získaní Edu Benefit ma zaujímali ceny za komenčné použitoe,,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000064,GitHub Deployment stratégie,"Deployment obsahu v GitHube sa dá vykonať viacerými spôsobmi.
Obsah v MD súboroch sa dá konzumovať cez GitHub, cez Web Pages a Web Pages namapovať na vlastnú doménu. Tu je to popísané ako sa to robí",new,User Guide,Koncepty,,Roman Kazicka,,,02.09.2025,now,,,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000065,Kruhový portrét v GIMP,Pri publikovaní na Web potrebujem kruhový formát obrázkov. Najjednoduchšie je použiť GIMP. Práca na 5 minút,new,User Guide,Návod,,Roman Kazicka,,,05.09.2025,now,,,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000066,"Kto ma pochváli, ak sa nepochválim sám?","Pre mnohých je ťažko písať o sebe. Ľahko sa skĺzne buď ku preceňovaniu, alebo naopak ku podceňovaniu.
Je to ako s marketingom. Len predmetom propagácie sme my sami.
Ak osa prezenetovať, pravdivo, transparentne?",new,Mentoring,Inšpirácie na hodnotový marketing seba samého,,Roman Kazicka,,,05.09.2025,now,"Pri každej aktualizácii CV, pri každej aktualizácií profilov mám otázky, čo a ko o sebe prezentovať. Viem, že nie som sám, a hľadanie odpovedí na moje otázky, môže pomôcť aj ďalším.",,,,, 7S Cycle of Meaningful Knowledge,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000067,EA Fundamentals,"Enterprise architect (Sparxsystems technologies) je univerzálny modelovací nástroj.
Od roku 2000 ho používam prakticky na dennej báze a pomáhal mi v každej roly, do ktorej som bol angažovaný. Technické roly, ale aj v Top managemente, ITSM, TOGAF, od konceptov, top level architektúry, solutiopn architektúry, analýzy, dizajnu, testovanie, v prevádzke.
EA je veľmi komplexný, má bohatú dokumentáciu, napriek tomu je učiaca krivka náročná.
Webinár ponúka prehľadnou formou úkážky v podobe praktických príkladov vlastnosti ause casy v ktorý je možné EA používať.",new,Knowledge sharing,"Training on the praxis-praktický webinár ako začať pracovať s technológiou Enterprise Architect.
Cca 6 hodinový webinár o základných nastaveniach EA 16+",,Roman Kazicka,,,05.09.2025,Sparxsystems,"Dokumentácia v IT – strategická hodnota, alebop strata času https://leanpub.com/7D",,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000068,7Ds-Seven Disciplines for successful solutions,"Metodika je zameraná na podporu aktivít v rámci SDLC. Každá potencálna iformácia má svoje miesto. A je úplne jedno v akej technológií sa implementuje.
Ja som ju implementoval ako MDG do EA Sparxsystems,
Do GitHUB,
Rozpravcované je vo One Note",ongoing,Methodology,Metodika,,Roman Kazicka,,,05.09.2025,medium,Túto metodiku používam asi 15 rokov. Pred 10 rokmi som o nej vydal aj knihu,,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000069,"APV-Assets-Perspectives-Views, Keep Your Aseests in Order","Metodika na podporu manažmentu aktív v rámci SDLC. 
TAXONÓMIA, ONTOLÓGIA aktív a ich vzťahiv z pohľadu rôznych rolí, aby platilo 3RS- Right – Information-For Right Role- In Right Time",ongoing,Methodology,Metodika,,Roman Kazicka,,,05.09.2025,medium,"Na tejto metodike pracujem minimálne od roku 2008. 8 Rokov som ju verifikoval v VW Bratislava na cca 50000 evidovaných aktívach IT. Je to nová veľá téma, bez ktorej IT nemôže napredovať,",,LEVEL 6- expert,Enterprise architecture,Expert,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000070,Q12- Twelve quadrants for starting business,"Metodika zameraná na 12 kvadrantov, ktoré je minimálne potrebné zohľadniť pri budovaní nového biznisu. Vhodné najmä pre startupy, ale aj pre každého jednotlivca, ktorý by chcel rozbehnúť vlastné podnikanie. ",ongoing,Methodology,Metodika,,Roman Kazicka,,,05.09.2025,medium,"Túto metodiku som vypracoval pred 10 rokmi. Sám sa ňou nechávam inšpirovať, ale nie som dosť dôsledný. Plánujem to zmeniť. A aj keď nevyplňam jednotlivé kapitoly do nejakého systému, niekde v podvedmí sa riadim základnými princípmi.",,Level 5 – Ensure / Advise,Biznis development,Beginner,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000071,SDLC-Solution Development Life Cycle,"Táto metodika vychádza z univerzálneho V – modelu. Podporuje princíly vuizuálneho manažmentu v rámci celého ťivotného cyklu riešení. To záhŕňa desiatky rolí a stovky rolí v rátane zákazníka, dodávateľa, subdodávateľov, a podnikateľského prostredia, regulátorov, zákonov, politickej situácie",ongoing,Methodology,Metodika,,Roman Kazicka,,,05.09.2025,medium,"Od začiatku svojej profesionálnej kariéry vychádzam z V modelu a jeho princípov. Nie vždy dodržujem princípy, z rôznych dôvodov, ale pomáha mi to pochopiť kontext celého riešenia",,Level 3 – Apply → samostatná práca,Solution Development,Beginner,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000072,Lean canvas,Implemetácia Lean canvas do celkového frameworku pre podporu vytvárania riešení. Patrí ku metodike Q12,done md,Methodology,Metodika,,Roman Kazicka,,,05.08.2025,medium,"Každé riešenie si zaslúži analýzu z pohľadu jednoduchého biznis plánu. Pokiaľ nemám aspoň koncept bisnis plánu, aké je šanca na úsešnú realizáciu projektu?",,Level 3 – Apply → samostatná práca ,Bisnis development,Beginner,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000073,"CAA- Context Aware Approach, CASY-Context Aware Systems, CASo-Context Aware Solution","Neexistuje situácia, kedy môžeme ignorovať kontext. Neznalosť tohto princípu vedie k obrovským nepochopeniam, chybám, manipuláciam, sporom. Úplne zbytočne. Ak sa na začiatku ujasní kontext, tak okamžite sa dostavuje porozumenie a nastáva konštruktívny prístup.
Tam kde sa precuje s manipáciami, je takmer isté, že ss vedome , ale aj neveome menia kontexty. Hovorí sa „Ja o koze a ty o voze“ , ale každý si myslí, že má pravdu, že ten druhý je blbec. A to nehovorím o politickej manipulácii zámerného podsúvania iných kontextov bez objasnenia kontextov. ",ongoing,Methodology,Metodika na Solution development,,Roman Kazicka,,,05.09.2025,medium,"Na každom kroku  sa stretávam s nepochopením tohto  základného princípu. Ujasnime si naše kontexty a potom sa rozprávajme.
Ak to takto pomenujeme, okamžite odhalíme vedomé manipulácie, prípadne znížime nevedomé nedorozumenia.
 Napríklad diskusia „Čo je lepšie Apple alebo windows“,
BMW alebo DACIA?
Bentley alebo MAIBACH?
Ak si ujasníme kontext, aké kritéria, v akej situáci je ktoré riešenie lepšie, prestáva byť priestor na spor, a vytvára sa konštrukívna atmosf=éra na riešenia kéhokoľvek problému, v malom, aj vo veľkom.
",,LEVEL 6- expert,"Relationship development
Trust development",High awareness,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000074,KNIFE047 – 7S Cycle of Meaningful Knowledge,"Moderné technológie umožňujú využívať a zneužívať rôzne techniky marketingu. Čo si zvolíme PUSH, alebo PULL prístup. Táto metodika je zameraná na PULL marketing. 
Rešpekt slobodn=ho rozhodovania bez akéhokoľvek nátlaku (napr. časovo limitované zľavy)
Marketing budovaný na základe dôvery a spoločných hodnôt",ongoing,Methodology,Metodika na hodnotvý markerting – PULL marketing,,Roman Kazicka,,,05.09.2025,medium,"Nemám rád nátlakový marketing. Snažím sa budovať osobnú značku, dobrú reputáciu, dôveru bez nátlaku, na základu kvaluty a rešpektu.",,LEVEL 2,"Relationship development
Trust development",High awareness,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000075,Language as a Bridge (AI ako most medzi jazykmi),"Language as a Bridge → implementácia, nástroje, procesy (ako).",ongoing,Implementácia,"Implementácia, nástroje, Procesy",,Roman Kazicka,,,05.09.2025,medium,"Typ: Praktický návod / Metodika
	•	Status: Draft
	•	Obsah:
	1.	Stručný recap LaaS (odkaz na K000055).
	2.	Ako AI umožňuje mosty medzi jazykmi.
	3.	GitHub CI/CD príklady (preklady Markdown súborov).
	4.	LinkedIn posty – autenticita v materinskom jazyku vs. preklad pre globálne publikum.
	5.	Dopady pre študentov (písať autenticky, AI sa postará o zvyšok).
	•	Motto:
„Jazyk nemusí byť bariérou. AI stavia mosty, aby sme mohli každý rásť na vlastnej pôde.“",,LEVEL 6- expert,Solution Development,Expert,"055 – KNIFE_LaaS → fundament, hodnoty, filozofia (prečo a čo).",,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000076,Čo znamená slovo že je niečo idempotentné?,Dosť často sa začalo používať slovo idempotentná operácia. Ako to ale vzniklo? Prečo to vzniklo?,now,Glossary,Vysvetlenie pojmu,,Roman Kazička,,,15.09.2029,medium,"Pri príprave štruktúry adresárov pre repozitár ročníka publik sme prišli ku skriptu, ktorý nazval AI idempotentný skript. Požiadal som o vysvetlenie aj s históriou slova",,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000077,Docusaurus-vs-github-pages-package-json,Ako vytvoriť OS agnostcké prostredie pre KNIFE? Poznanie architektúry odpovie na otázku jednotného systému pre vývoj KNIFES,now,Explanation,Docusaurus vs. GitHub Pages. Architektúra,,Roman Kazička,,,17.09.2025,medium,"Počas prípravyi ekosystému pre windows, vznikla potreba aká je architektúra GitHub a Docusaurus a ako to urobiť univerzálne","GitHub, React, Docusaurus",,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000078,Transparentná -Stabilná infraštruktúra pre Sites,"Počas práce s GitHub a Pages je potrebné mať zladené prostredie na klientovi a na serveri. Lokál je závislý od OS, od verzí vývojových nástrojov. Ideálne by bolo, keby existovalo stabilné, opakovateľné prostredie pre vytvorenie lokálneho prostredia, bez ohľadu na operačný systém na klientovi – Windows, Mac, Linux.",idea,Infrastructure,Návod na riešenie,,Roman Kazička,,,25.09.2025,hi,"Keby som mal vlasy, boli by ako sned na horách. Keby som sa nerozhodol pre Sites, tedz Web prístup ku svojmu obsahu, ušetril by som množstvo času. Ale stratil by som základnú hodnotu- Jednoduchý Web prístup k tomuto obsahu.","GitHUb, React, Docusaurus, Windows, Mac, Linux",LEVEL -6-Expert,Architecture,Expert,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000079,Ako urobiť text v MD atraktívnejší (emoji),Čítanie s porozumením je veľmi náročná disciplína. Preto je dôležité priblížiť text ku príbehu pomocou malých obrázkov. Dobrý kandif’dát je EMOJI,done md,UserGuide pre Markdown,Návod na riešenia,,Roman Kazička,,,25.09.2025,low,"Pri písaní KNIFE človek potrebuje písať rýchlo, lebo KNIFE nie je jeho primárny cieľ. Každá pomôcka  je cenná, šetrí čas.",Markdown,beginer,Documentation,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000080,Aktualizácia komponentov pre Docusaurus,"Všetko má životný cyklus. Naše dokumenty, ale aj systémy a nástroje, ktoré používame. Preto nikdy nemáme stabilné, nemenné prostredie. Tak Aj docusaurus sa stále mní a vznikajú závislosti a človek sa môže zblázniť a rieši infraštruktúru a nie to čo potrebuje riešiť.",done md,UserGuide,Návod na riešenie,,Roman Kazička,,,25.09.2025,low,"Keď si už myslíš, že si dokončil svoju pácu a chceš ísť spať, commitneš poslednú zmenu, otestovanú na lokáli a pusnesh to na server, už sa tešíš do postele, ale preds apo očku pozrieť na server či ti to builduje…. Červená ikona ťa vyvedie z omylu…. A začínaš nočnú. Nie v posteli ale za klávesnicou…","Development, Maintenance",L1-L8 everybody,Maintenence,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000081,Ako aktivovať na GitHube EDU benefity,"Pokiaľ  spĺňa používateľ kritériá GitHub, môže dostať pre seba pre svoj profil status člena EDU organizácie. Má to viaceroo výhod ako Sites pre privátne repositáre, čo by stálo 3€/mesiac. Detailnejšie v inom Knife. V tomto príspevku je samotná aktivácia týchto benefitov",in progress,UserGuide,Návod na riešenie,,Roman Kazička,,,26.09.2025,low,,,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000082,Testovací knife,Tento riadok slúži na overenie funkčnosti generátora,,Testy,,,Roman Kazicka,RKA_K000085,,27.09.2025,,len tak,,,,,,,,,,,
,,,,,,,,,,,,,untitled,,,,,,K000083,Testovací knife,Tento riadok slúži na overenie funkčnosti generátora,,Testy,,,Roman Kazicka,RKA_K000085,,27.09.2025,,len tak,,,,,,,,,,,
